# == pyFAI calibration ==
# Distance Sample to Detector: 0.10401047200818728 m
# PONI: 2.723e-01, 1.277e-01 m
# Rotations: -0.007054 -0.003206 0.000160 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 104.014 mm
# Center: x=746.682, y=1580.912 pix
# Tilt: 0.444 deg  TiltPlanRot: -24.440 deg
# 
# Detector Pilatus CdTe 2M	 PixelSize= 1.720e-04, 1.720e-04 m
#    Detector has a mask: True 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 3.5410000000000004e-11 m
# Mask applied: from detector
# Dark current applied: False
# Flat field applied: False
# Polarization factor: 0.99
# Normalization factor: 1.0
# --> C:/Users/au714043/OneDrive - Aarhus Universitet/Desktop/pyfai_notebook/npy/scan-0921_avg.dat
#        q_A^-1             I 
  6.714750e+00    6.600796e+03
  6.725250e+00    7.286196e+03
  6.735750e+00    7.589261e+03
  6.746250e+00    8.315324e+03
  6.756750e+00    7.945134e+03
  6.767250e+00    7.850577e+03
  6.777750e+00    8.141208e+03
  6.788250e+00    7.376077e+03
  6.798750e+00    7.101766e+03
  6.809250e+00    6.626033e+03
  6.819750e+00    6.175775e+03
  6.830250e+00    5.836370e+03
  6.840750e+00    6.128261e+03
  6.851250e+00    6.790992e+03
  6.861750e+00    8.218961e+03
  6.872250e+00    9.353238e+03
  6.882750e+00    1.055826e+04
  6.893250e+00    1.161716e+04
  6.903750e+00    1.307598e+04
  6.914250e+00    1.314996e+04
  6.924750e+00    1.374324e+04
  6.935250e+00    1.383399e+04
  6.945750e+00    1.278819e+04
  6.956250e+00    1.206230e+04
  6.966750e+00    1.145908e+04
  6.977250e+00    9.733836e+03
  6.987750e+00    8.283831e+03
  6.998250e+00    6.869687e+03
  7.008750e+00    6.078524e+03
  7.019250e+00    5.858074e+03
  7.029750e+00    6.034260e+03
  7.040250e+00    6.222247e+03
  7.050750e+00    6.760253e+03
  7.061250e+00    7.019420e+03
  7.071750e+00    7.234167e+03
  7.082250e+00    7.440024e+03
  7.092750e+00    7.752306e+03
  7.103250e+00    7.623878e+03
  7.113750e+00    7.053759e+03
  7.124250e+00    6.819949e+03
  7.134750e+00    6.135454e+03
  7.145250e+00    5.059419e+03
  7.155750e+00    4.113545e+03
  7.166250e+00    3.506513e+03
  7.176750e+00    3.109423e+03
  7.187250e+00    2.782107e+03
  7.197750e+00    2.686066e+03
  7.208250e+00    2.521322e+03
  7.218750e+00    2.470042e+03
  7.229250e+00    2.432184e+03
  7.239750e+00    2.417026e+03
  7.250250e+00    2.410880e+03
  7.260750e+00    2.417166e+03
  7.271250e+00    2.441316e+03
  7.281750e+00    2.490324e+03
  7.292250e+00    2.576292e+03
  7.302750e+00    2.676060e+03
  7.313250e+00    2.862168e+03
  7.323750e+00    3.123453e+03
  7.334250e+00    3.472517e+03
  7.344750e+00    3.691164e+03
  7.355250e+00    4.078681e+03
  7.365750e+00    4.441599e+03
  7.376250e+00    4.644569e+03
  7.386750e+00    4.949626e+03
  7.397250e+00    4.942640e+03
  7.407750e+00    5.063717e+03
  7.418250e+00    5.045694e+03
  7.428750e+00    4.847150e+03
  7.439250e+00    4.769598e+03
  7.449750e+00    4.423731e+03
  7.460250e+00    4.228024e+03
  7.470750e+00    3.915315e+03
  7.481250e+00    3.881059e+03
  7.491750e+00    4.107919e+03
